m,n,k,lda,ldb,ldc,offa,offb,offc,alpha,beta,order,transa,transb,side,uplo,diag,function,device,library,numQueues,label,GFLOPS
5248,5248,5248,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,clblas,1,cgemm_col_nt_fijinano_1520,6260.44
5280,5280,5280,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,clblas,1,cgemm_col_nt_fijinano_1520,6504.82
5312,5312,5312,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,clblas,1,cgemm_col_nt_fijinano_1520,6297.45
5344,5344,5344,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,clblas,1,cgemm_col_nt_fijinano_1520,5985.25
5376,5376,5376,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,clblas,1,cgemm_col_nt_fijinano_1520,6288.26
5408,5408,5408,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,clblas,1,cgemm_col_nt_fijinano_1520,5955.09
5440,5440,5440,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,clblas,1,cgemm_col_nt_fijinano_1520,6337.93
5472,5472,5472,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,clblas,1,cgemm_col_nt_fijinano_1520,6633.58
5504,5504,5504,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,clblas,1,cgemm_col_nt_fijinano_1520,6329.98
5536,5536,5536,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,clblas,1,cgemm_col_nt_fijinano_1520,6012.14
5568,5568,5568,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,clblas,1,cgemm_col_nt_fijinano_1520,6320.96
5600,5600,5600,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,clblas,1,cgemm_col_nt_fijinano_1520,6011.62
