m,n,k,lda,ldb,ldc,offa,offb,offc,alpha,beta,order,transa,transb,side,uplo,diag,function,device,library,numQueues,label,GFLOPS
1624,1624,1624,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,2929.37
1632,1632,1632,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,3077.14
1640,1640,1640,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,2988.24
1648,1648,1648,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,3033.5
1656,1656,1656,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,3087.64
1664,1664,1664,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,3126.51
1672,1672,1672,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,2912.42
1680,1680,1680,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,2979.09
1688,1688,1688,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,2930.28
1696,1696,1696,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,3106.92
1704,1704,1704,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,3010.14
1712,1712,1712,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,3072.07
1720,1720,1720,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,3031.35
1728,1728,1728,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,3085.61
1736,1736,1736,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,2887.48
1744,1744,1744,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,2930.14
1752,1752,1752,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,2953.51
1760,1760,1760,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,cgemm,gpu,cublas,1,K40,2988.27
